nombre_region,cod_region,Sector,Subsector,Energético,BNE Tcal,Emisiones BNE CO2eq (Millt),Emisiones BNE CO2 BNE ajustadas con PCI (Millt)
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,2.66256e-05,5.64018271852493e-09,5.624662260096001e-09
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,0.287749505,6.095486243934794e-05,6.0787128971170806e-05
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,7.871571266311537,0.001667459145479828,0.0016628706894597147
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,26.19207059,0.005548346850553716,0.005533079102868795
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,2.012116787,0.0004262328860078761,0.000425059993192436
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,0.1363786,2.8889498185829565e-05,2.8810001070575994e-05
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,55.3726917780839,0.01172976756373401,0.01169748999775091
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,66.615416228,0.01411134845398829,0.014072517336631596
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,0.632211603501529,0.00013392332794454425,0.00013355480239355457
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,10.16851919,0.002154028686993987,0.0021481013058505705
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Público,Gasolina de Aviación,2.70522,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Público,Gasolina de Aviación,1.02724146,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Gasolina de Aviación,0.0798,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Gasolina de Aviación,0.03755388,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Gasolina de Aviación,0.11171999999999999,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Gasolina de Aviación,2.5971388799999997,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene,0.0005537035422,1.5880047284375303e-07,1.5824189436267866e-07
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene,0.009229190471100001,2.6469034403365967e-06,2.6375929938575834e-06
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene,0.0001801238958,5.165897929756626e-08,5.14772695477579e-08
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,0.4372593030000001,0.00012532589096775256,0.00012426830684585463
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,1.120683195,0.0003212067049056302,0.000318496146789249
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,5.491648854000001,0.0015739991826076419,0.001560716719338863
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,0.035964,1.0307888961631201e-05,1.02209040648e-05
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,0.13241045700000004,3.795107018448568e-05,3.763081354057741e-05
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,0.175243581,5.022776593778843e-05,4.98039102817542e-05
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Público,Kerosene de Aviación,0.382773843,0.00010970943919088126,0.00010878363718768259
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,0.0525,1.813820484e-06,0.0
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,0.5845,2.01938680552e-05,0.0
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,2.317,8.004994402719999e-05,0.0
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,5.086782695970226,0.00017574306003061979,0.0
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,10.76584421231433,0.00037194873828283,0.0
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,24.28145789308693,0.0008388991563402773,0.0
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,24.71474276956606,0.0008538686988996155,0.0
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,0.0385,1.3301350215999999e-06,0.0
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,0.028,9.673709248e-07,0.0
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,8.00102318190046,0.0002764270426721887,0.0
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Público,Biomasa,2.6072876156134024,9.007907971198299e-05,0.0
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,10.637033294823599,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,10.184208796154401,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,9.5116705855332,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,14.856310878981597,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,20.673777052899606,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,6.851979334788,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,5.115675154002,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,26.783533160302795,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,19.790051926344002,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,21.508600343286,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,8.5835795354232,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,31.425816194749203,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,78.93905104719481,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,14.9691320201724,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,6.0605361624948,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Público,Petróleo Diésel,1.37972826096,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,3.8095405865000003,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,4.0719404,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,2.0925871285,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,6.048927697999999,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,34.18192525,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,19.611528387,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,51.1787045,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,34.091369697,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,23.456025934000003,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,49.568456344,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,22.896906351,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,0.2602105,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,68.12685082499999,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,17.358246664,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,2.6335733489999997,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Público,Gas Licuado,10.733521348,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,18.293343800000002,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,27.7590456,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,25.433683,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,66.8243736,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,305.11406370000003,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,79.9649586,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,76.89357887742975,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,141.33470308069033,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,92.67953096937131,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,87.01642434092662,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,1.18508,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,13.151225779999999,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,1005.2988594117439,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,16.887061190764044,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,2.3024006,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Público,Electricidad,2.57845286,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,192.02596485143312,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,400.251955,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,159.8231826,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,472.460522,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,1264.98980852,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,625.9426334204104,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,723.3369209800001,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,970.7873585753565,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,539.4575198271016,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,593.8782989909398,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,70.39186,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,120.03087166,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,6036.203891797915,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,363.4425299874306,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,132.90284340000002,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Residencial,Electricidad,199.5392414396111,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,164.74938415776498,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,445.4744150196592,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,185.80406323754974,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,535.3855385490212,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,1350.7160307689596,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,764.3542227440904,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,745.6700783124865,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,896.6841639582976,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,496.1348712626258,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,470.25876455017465,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,56.213950305972034,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,3.3334562250000004,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,4807.239834340016,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,145.79383971019993,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,91.9675812671,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Licuado,269.77925511679996,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,0.8991,0.000257859114584184,0.00025695209869199996
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,2.38962798,0.0006853379547418442,0.0006829272879035976
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,1.925287785,0.0005521666150148424,0.0005502243765341142
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,11.500055433,0.0032981805267739014,0.0032865792220928562
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,84.151246518,0.02413431867232441,0.024049426538035764
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,120.287990601,0.034498225727376826,0.03437687869243746
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,116.07844935600002,0.03329094224584942,0.03317384181396646
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,113.65256067300002,0.032595204833016395,0.032480551647922615
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,78.206478237,0.022429377414014094,0.022350482387173142
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,112.71931285500003,0.03232755222926031,0.032213840508522294
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,39.802060098,0.011415108414522035,0.011374955927534437
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,620.8507315470604,0.1780580802198508,0.17743176336945904
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,34.989483492000005,0.010034876246251857,0.009999578706949718
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,0.251748,7.220055208357153e-05,7.194658763376002e-05
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Residencial,Kerosene,35.714301948,0.01024275195006504,0.010206723210831258
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,8.565426251115,0.0018144405804315616,0.001809447666016244
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,4.541584859,0.0009620578855104213,0.0009594105281173275
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,249.829734182,0.05292220078822612,0.05277657131870498
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,15.556772289,0.0032954389091868455,0.003286370635134816
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,8.139682013,0.001724253869359218,0.0017195091275953721
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,275.23079021,0.05830298459183651,0.05814254846878894
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,27.96078894,0.005923019897230896,0.0059067211373012305
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,21.27152973053599,0.004506013550220776,0.004493614059020485
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,2156.397873,0.4567963921022817,0.45553939569490964
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,3047.700829806,0.6456038380921325,0.6438272879286503
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Residencial,Gas Natural,10.20364135,0.0021614687221432147,0.0021555208677701164
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,27.010653529824268,0.0009331900315928031,0.0
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,35.86959471952732,0.0012392572505725125,0.0
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,14.273125350037336,0.0004931216596304265,0.0
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,31.64789719371754,0.001093401984866495,0.0
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,580.3093230426092,0.0200490845179211,0.0
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,811.6563399854645,0.028041883722554357,0.0
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,1135.9454982983048,0.03924573740040099,0.0
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,2642.8272175661577,0.09130693605512802,0.0
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,3017.9051725976283,0.10426548992051683,0.0
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,5332.060772260328,0.18421716286968842,0.0
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,613.9498862403941,0.021211331044043744,0.0
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,162.48252502096958,0.005613602517620517,0.0
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,739.0117840154513,0.025532089747897325,0.0
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,2180.2896510816563,0.07532674343209753,0.0
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,42.247943884870686,0.0014596225909573523,0.0
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Residencial,Biomasa,789.9572496111916,0.027292202682458674,0.0
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,23.7250629507624,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,165.77353134090924,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,28.024268293948843,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,74.66274670188454,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,161.8742146618759,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,224.9157872403648,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,173.2699154086582,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,90.40504504681044,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,135.4345718441134,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,132.34746338305436,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,43.14605547874071,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,27.8731625634,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,775.298045783763,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,74.5654558286,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,11.758232535499996,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Licuado,71.6633172805,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,75.54698004000001,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,16.453332,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,95.72753652000002,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,77.00818608,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,84.4641,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,94.003983612,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,709.198883148,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,596.328787572,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,197.14140683999997,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,299.390725536,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,21.171904068,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,19.899998327999995,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,1018.14848184,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,213.91897111199998,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,41.980259999999994,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Comercial,Petróleo Diésel,94.842911268,,
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,126.749478144,0.02684973169467888,0.026775847537836503
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,2.79286559,0.0005916213056562454,0.0005899933027459944
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,68.53613133,0.014518219440013407,0.014478268709243515
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,8.775383768,0.0018589165268274805,0.0018538012250514028
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,1.739032652,0.00036838463398988097,0.0003673709259802243
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,8.756731752610001,0.0018549654130547084,0.0018498609838159435
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,45.77155387,0.009695928998317662,0.009669248078486119
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,25.405639684722995,0.005381754773708226,0.0053669454483000825
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,738.6015851530001,0.1564602448942022,0.15602970303982494
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,454.79199252,0.09633998620631357,0.09607488118656882
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,0.119060386,2.5220927662779705e-05,2.515152559216176e-05
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,0.106029691,2.2460595473106264e-05,2.239878918850056e-05
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Comercial,Gas Natural,11.52464557,0.00244130110799527,0.002434583220605791
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,0.25503654405362425,8.811247767105372e-06,0.0
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,9.831965704024118,0.0003396842055608462,0.0
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,0.639295924000428,2.2087010329327302e-05,0.0
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,5.639783268973648,0.00019484865559209305,0.0
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,20.618296345219655,0.0007123407286884141,0.0
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,1.0377701648603284,3.585388157538515e-05,0.0
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,2.8992210172871946,0.00010016507559616823,0.0
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,21.725765703361088,0.0007506026450160191,0.0
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,2.256689979469475,7.796629544379568e-05,0.0
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Comercial,Biomasa,1.685765777629809,5.824145711792641e-05,0.0
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Comercial,Kerosene,0.089918991,2.5788490049564246e-05,2.5697779390186922e-05
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Comercial,Kerosene,2.129365503,0.0006106954768431604,0.0006085473638952243
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Comercial,Kerosene,0.0044955,1.2892955729209202e-06,1.2847604934600002e-06
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Comercial,Kerosene,2.8540311120000004,0.0008185273446068669,0.0008156481859199895
