nombre_region,cod_region,Sector,Subsector,Energético,BNE Tcal,Emisiones BNE CO2eq (Millt),Emisiones BNE CO2 BNE ajustadas con PCI (Millt)
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Pesca,Electricidad,1.37008860768,,
Región Metropolitana de Santiago,13,Industrial y Minero,Pesca,Electricidad,8.46634224,,
Región de Arica y Parinacota,15,Industrial y Minero,Pesca,Electricidad,6.8982053400000005,,
Región del Biobío,8,Industrial y Minero,Petroquímica,Electricidad,28.69906,,
Región Metropolitana de Santiago,13,Industrial y Minero,Petroquímica,Electricidad,0.175956,,
Región de Antofagasta,2,Industrial y Minero,Salitre,Electricidad,214.77571286,,
Región del Biobío,8,Industrial y Minero,Siderurgia,Electricidad,335.48883384612077,,
Región Metropolitana de Santiago,13,Industrial y Minero,Siderurgia,Electricidad,264.70854524000003,,
Región de Tarapacá,1,Industrial y Minero,Cobre,Electricidad,1516.35371656,,
Región de Antofagasta,2,Industrial y Minero,Cobre,Electricidad,12796.012433586002,,
Región de Atacama,3,Industrial y Minero,Cobre,Electricidad,1821.3791048516,,
Región de Coquimbo,4,Industrial y Minero,Cobre,Electricidad,1657.7653290100002,,
Región de Valparaíso,5,Industrial y Minero,Cobre,Electricidad,1302.8565441999997,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Cobre,Electricidad,2127.15616572,,
Región de La Araucanía,9,Industrial y Minero,Cobre,Electricidad,0.0469947,,
Región Metropolitana de Santiago,13,Industrial y Minero,Cobre,Electricidad,1510.64594042,,
Región de Antofagasta,2,Industrial y Minero,Cemento,Electricidad,52.37606317401927,,
Región de Atacama,3,Industrial y Minero,Cemento,Electricidad,0.8308632,,
Región de Valparaíso,5,Industrial y Minero,Cemento,Electricidad,130.40043179332,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Cemento,Electricidad,0.04522568,,
Región del Maule,7,Industrial y Minero,Cemento,Electricidad,60.01624816621999,,
Región del Biobío,8,Industrial y Minero,Cemento,Electricidad,66.04961451841999,,
Región de Los Lagos,10,Industrial y Minero,Cemento,Electricidad,19.00826696,,
Región Metropolitana de Santiago,13,Industrial y Minero,Cemento,Electricidad,163.93981899,,
Región de Arica y Parinacota,15,Industrial y Minero,Cemento,Electricidad,5.65794562956,,
Región de Ñuble,16,Industrial y Minero,Cemento,Electricidad,3.2766000000000004e-05,,
Región de Tarapacá,1,Industrial y Minero,Agroindustria,Electricidad,11.621078714152564,,
Región de Antofagasta,2,Industrial y Minero,Agroindustria,Electricidad,4.97093523619533,,
Región de Atacama,3,Industrial y Minero,Agroindustria,Electricidad,44.039628944931856,,
Región de Coquimbo,4,Industrial y Minero,Agroindustria,Electricidad,129.1343814447134,,
Región de Valparaíso,5,Industrial y Minero,Agroindustria,Electricidad,322.0771530216804,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Agroindustria,Electricidad,588.6653179593986,,
Región del Maule,7,Industrial y Minero,Agroindustria,Electricidad,205.20797724842646,,
Región del Biobío,8,Industrial y Minero,Agroindustria,Electricidad,73.77389502052223,,
Región de La Araucanía,9,Industrial y Minero,Agroindustria,Electricidad,36.15354979103859,,
Región de Los Lagos,10,Industrial y Minero,Agroindustria,Electricidad,92.58069211479102,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Agroindustria,Electricidad,0.22188,,
Región Metropolitana de Santiago,13,Industrial y Minero,Agroindustria,Electricidad,407.1938232875268,,
Región de Los Ríos,14,Industrial y Minero,Agroindustria,Electricidad,52.61558574802357,,
Región de Arica y Parinacota,15,Industrial y Minero,Agroindustria,Electricidad,21.051174596222335,,
Región de Ñuble,16,Industrial y Minero,Agroindustria,Electricidad,7.639671102409082,,
Región de Tarapacá,1,Industrial y Minero,Minas Varias,Electricidad,18.78756,,
Región de Antofagasta,2,Industrial y Minero,Minas Varias,Electricidad,621.3401006669745,,
Región de Atacama,3,Industrial y Minero,Minas Varias,Electricidad,119.48349415615691,,
Región de Coquimbo,4,Industrial y Minero,Minas Varias,Electricidad,57.35404532100747,,
Región de Valparaíso,5,Industrial y Minero,Minas Varias,Electricidad,28.9041256331969,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Minas Varias,Electricidad,0.13593327023127352,,
Región del Maule,7,Industrial y Minero,Minas Varias,Electricidad,2.4126382135166544,,
Región de Los Lagos,10,Industrial y Minero,Minas Varias,Electricidad,0.41561822,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Minas Varias,Electricidad,15.146492,,
Región Metropolitana de Santiago,13,Industrial y Minero,Minas Varias,Electricidad,49.03491976630079,,
Región de Arica y Parinacota,15,Industrial y Minero,Minas Varias,Electricidad,25.62735908836401,,
Región de Ñuble,16,Industrial y Minero,Minas Varias,Electricidad,0.050465350872254074,,
Región de Atacama,3,Industrial y Minero,Minas Varias,Gas Licuado,0.0030008,,
Región de Valparaíso,5,Industrial y Minero,Minas Varias,Gas Licuado,8.445195,,
Región del Maule,7,Industrial y Minero,Minas Varias,Gas Licuado,0.1594538,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Minas Varias,Gas Licuado,1.005026,,
Región Metropolitana de Santiago,13,Industrial y Minero,Minas Varias,Gas Licuado,4.562713375,,
Región de Tarapacá,1,Industrial y Minero,Construcción,Gas Licuado,0.553137585,,
Región de Antofagasta,2,Industrial y Minero,Construcción,Gas Licuado,0.635647364,,
Región de Atacama,3,Industrial y Minero,Construcción,Gas Licuado,0.1247589255,,
Región de Coquimbo,4,Industrial y Minero,Construcción,Gas Licuado,0.611782171,,
Región de Valparaíso,5,Industrial y Minero,Construcción,Gas Licuado,0.684372249,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Construcción,Gas Licuado,0.4631562375,,
Región del Maule,7,Industrial y Minero,Construcción,Gas Licuado,0.1985344405,,
Región del Biobío,8,Industrial y Minero,Construcción,Gas Licuado,0.3540818765,,
Región de La Araucanía,9,Industrial y Minero,Construcción,Gas Licuado,0.7831282745,,
Región de Los Lagos,10,Industrial y Minero,Construcción,Gas Licuado,0.8252055405,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Construcción,Gas Licuado,0.079290574,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Construcción,Gas Licuado,0.010315250000000002,,
Región Metropolitana de Santiago,13,Industrial y Minero,Construcción,Gas Licuado,13.966469044,,
Región de Los Ríos,14,Industrial y Minero,Construcción,Gas Licuado,0.1416482265,,
Región de Arica y Parinacota,15,Industrial y Minero,Construcción,Gas Licuado,0.065703,,
Región de Ñuble,16,Industrial y Minero,Construcción,Gas Licuado,0.542508945,,
Región de Tarapacá,1,Industrial y Minero,Cemento,Gas Licuado,0.0149556,,
Región de Antofagasta,2,Industrial y Minero,Cemento,Gas Licuado,0.0024926,,
Región de Atacama,3,Industrial y Minero,Cemento,Gas Licuado,0.0323354955,,
Región de Valparaíso,5,Industrial y Minero,Cemento,Gas Licuado,2.415429104,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Cemento,Gas Licuado,0.00299112,,
Región del Maule,7,Industrial y Minero,Cemento,Gas Licuado,0.026845302,,
Región del Biobío,8,Industrial y Minero,Cemento,Gas Licuado,0.467421185,,
Región de La Araucanía,9,Industrial y Minero,Cemento,Gas Licuado,0.0140395695,,
Región de Los Lagos,10,Industrial y Minero,Cemento,Gas Licuado,0.066963699,,
Región Metropolitana de Santiago,13,Industrial y Minero,Cemento,Gas Licuado,7.2676414283,,
Región de Arica y Parinacota,15,Industrial y Minero,Cemento,Gas Licuado,0.0027225,,
Región de Ñuble,16,Industrial y Minero,Cemento,Gas Licuado,0.8398594875,,
Región de Atacama,3,Industrial y Minero,Agroindustria,Gas Licuado,0.033395999999999995,,
Región de Coquimbo,4,Industrial y Minero,Agroindustria,Gas Licuado,0.8980983,,
Región de Valparaíso,5,Industrial y Minero,Agroindustria,Gas Licuado,6.153364249999999,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Agroindustria,Gas Licuado,192.19029736499996,,
Región del Maule,7,Industrial y Minero,Agroindustria,Gas Licuado,31.90408282600001,,
Región del Biobío,8,Industrial y Minero,Agroindustria,Gas Licuado,0.5752219000000001,,
Región de La Araucanía,9,Industrial y Minero,Agroindustria,Gas Licuado,1.4326884,,
Región de Los Lagos,10,Industrial y Minero,Agroindustria,Gas Licuado,5.7039279,,
Región Metropolitana de Santiago,13,Industrial y Minero,Agroindustria,Gas Licuado,118.30525522200004,,
Región de Ñuble,16,Industrial y Minero,Agroindustria,Gas Licuado,91.57541359999999,,
Región del Maule,7,Industrial y Minero,Azúcar,Gas Licuado,0.04701092,,
Región del Biobío,8,Industrial y Minero,Azúcar,Gas Licuado,0.0348722,,
Región de Ñuble,16,Industrial y Minero,Azúcar,Gas Licuado,0.926089835,,
Región de Tarapacá,1,Industrial y Minero,Cobre,Gas Licuado,9.869365,,
Región de Antofagasta,2,Industrial y Minero,Cobre,Gas Licuado,1.6963434069999999,,
Región de Atacama,3,Industrial y Minero,Cobre,Gas Licuado,41.30279582,,
Región de Coquimbo,4,Industrial y Minero,Cobre,Gas Licuado,2.6287371,,
Región de Valparaíso,5,Industrial y Minero,Cobre,Gas Licuado,2.5016871,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Cobre,Gas Licuado,1.89198625,,
Región Metropolitana de Santiago,13,Industrial y Minero,Cobre,Gas Licuado,0.876282,,
Región de Los Lagos,10,Industrial y Minero,Industria Lactea,Gas Licuado,4.57697625,,
Región Metropolitana de Santiago,13,Industrial y Minero,Industria Lactea,Gas Licuado,1.3462219814999998,,
Región de Los Ríos,14,Industrial y Minero,Industria Lactea,Gas Licuado,7.872865,,
Región de Ñuble,16,Industrial y Minero,Industria Lactea,Gas Licuado,6.3959632,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Papel y Celulosa,Gas Licuado,6.30726415,,
Región del Maule,7,Industrial y Minero,Papel y Celulosa,Gas Licuado,41.510835899499995,,
Región del Biobío,8,Industrial y Minero,Papel y Celulosa,Gas Licuado,23.2087956969,,
Región de La Araucanía,9,Industrial y Minero,Papel y Celulosa,Gas Licuado,27.736991414000002,,
Región Metropolitana de Santiago,13,Industrial y Minero,Papel y Celulosa,Gas Licuado,10.046328105,,
Región de Los Ríos,14,Industrial y Minero,Papel y Celulosa,Gas Licuado,26.491759965,,
Región de Ñuble,16,Industrial y Minero,Papel y Celulosa,Gas Licuado,0.046585,,
Región de Antofagasta,2,Industrial y Minero,Salitre,Gas Licuado,55.406868,,
Región de Tarapacá,1,Industrial y Minero,Siderurgia,Gas Licuado,0.0019965,,
Región de Antofagasta,2,Industrial y Minero,Siderurgia,Gas Licuado,4.8101706686,,
Región de Atacama,3,Industrial y Minero,Siderurgia,Gas Licuado,0.0161535,,
Región de Coquimbo,4,Industrial y Minero,Siderurgia,Gas Licuado,0.3771052725,,
Región de Valparaíso,5,Industrial y Minero,Siderurgia,Gas Licuado,0.0035695,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Siderurgia,Gas Licuado,0.179367496,,
Región del Maule,7,Industrial y Minero,Siderurgia,Gas Licuado,0.006493223,,
Región del Biobío,8,Industrial y Minero,Siderurgia,Gas Licuado,0.4225424665,,
Región de La Araucanía,9,Industrial y Minero,Siderurgia,Gas Licuado,0.03153139,,
Región de Los Lagos,10,Industrial y Minero,Siderurgia,Gas Licuado,0.37310955,,
Región Metropolitana de Santiago,13,Industrial y Minero,Siderurgia,Gas Licuado,8.968666047,,
Región de Los Ríos,14,Industrial y Minero,Siderurgia,Gas Licuado,0.1646673875,,
Región de Arica y Parinacota,15,Industrial y Minero,Siderurgia,Gas Licuado,0.0056265,,
Región de Ñuble,16,Industrial y Minero,Siderurgia,Gas Licuado,0.028191306,,
Región de Antofagasta,2,Industrial y Minero,Pesca,Gas Licuado,0.000363,,
Región de Atacama,3,Industrial y Minero,Pesca,Gas Licuado,0.082316179,,
Región de Coquimbo,4,Industrial y Minero,Pesca,Gas Licuado,0.007303439,,
Región del Maule,7,Industrial y Minero,Pesca,Gas Licuado,0.0037389,,
Región del Biobío,8,Industrial y Minero,Pesca,Gas Licuado,1.487968581,,
Región de La Araucanía,9,Industrial y Minero,Pesca,Gas Licuado,0.5468702085,,
Región de Los Lagos,10,Industrial y Minero,Pesca,Gas Licuado,27.931229326,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Pesca,Gas Licuado,6.5138571179,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Pesca,Gas Licuado,6.324137479,,
Región Metropolitana de Santiago,13,Industrial y Minero,Pesca,Gas Licuado,0.007240398,,
Región de Los Ríos,14,Industrial y Minero,Pesca,Gas Licuado,0.1998522515,,
Región de Arica y Parinacota,15,Industrial y Minero,Pesca,Gas Licuado,0.0354385405,,
Región de Tarapacá,1,Industrial y Minero,Minas Varias,Petróleo Diésel,640.2067230103112,,
Región de Antofagasta,2,Industrial y Minero,Minas Varias,Petróleo Diésel,2175.876073325535,,
Región de Atacama,3,Industrial y Minero,Minas Varias,Petróleo Diésel,625.1043778119861,,
Región de Coquimbo,4,Industrial y Minero,Minas Varias,Petróleo Diésel,229.98632260836982,,
Región de Valparaíso,5,Industrial y Minero,Minas Varias,Petróleo Diésel,121.88284951010291,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Minas Varias,Petróleo Diésel,37.39914206864209,,
Región del Biobío,8,Industrial y Minero,Minas Varias,Petróleo Diésel,0.09457379884381044,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Minas Varias,Petróleo Diésel,13.387646833739641,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Minas Varias,Petróleo Diésel,6.203418378107999,,
Región Metropolitana de Santiago,13,Industrial y Minero,Minas Varias,Petróleo Diésel,231.00904332772623,,
Región de Arica y Parinacota,15,Industrial y Minero,Minas Varias,Petróleo Diésel,42.290297361706806,,
Región de Tarapacá,1,Industrial y Minero,Construcción,Petróleo Diésel,225.29178540943195,,
Región de Antofagasta,2,Industrial y Minero,Construcción,Petróleo Diésel,164.58519355605597,,
Región de Atacama,3,Industrial y Minero,Construcción,Petróleo Diésel,213.58237411064394,,
Región de Coquimbo,4,Industrial y Minero,Construcción,Petróleo Diésel,56.190933738911994,,
Región de Valparaíso,5,Industrial y Minero,Construcción,Petróleo Diésel,94.04255680720318,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Construcción,Petróleo Diésel,114.06968741111999,,
Región del Maule,7,Industrial y Minero,Construcción,Petróleo Diésel,108.53074671600001,,
Región del Biobío,8,Industrial y Minero,Construcción,Petróleo Diésel,109.79464068132,,
Región de La Araucanía,9,Industrial y Minero,Construcción,Petróleo Diésel,27.374022816,,
Región de Los Lagos,10,Industrial y Minero,Construcción,Petróleo Diésel,150.42826394399998,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Construcción,Petróleo Diésel,14.838286848000001,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Construcción,Petróleo Diésel,89.02133839460399,,
Región Metropolitana de Santiago,13,Industrial y Minero,Construcción,Petróleo Diésel,395.2567451551319,,
Región de Los Ríos,14,Industrial y Minero,Construcción,Petróleo Diésel,28.84639002,,
Región de Arica y Parinacota,15,Industrial y Minero,Construcción,Petróleo Diésel,88.7200377,,
Región de Ñuble,16,Industrial y Minero,Construcción,Petróleo Diésel,18.760369320000002,,
Región de Tarapacá,1,Industrial y Minero,Cemento,Petróleo Diésel,0.185738616,,
Región de Antofagasta,2,Industrial y Minero,Cemento,Petróleo Diésel,28.753987668,,
Región de Atacama,3,Industrial y Minero,Cemento,Petróleo Diésel,0.8412349680000001,,
Región de Coquimbo,4,Industrial y Minero,Cemento,Petróleo Diésel,1.7006903759999998,,
Región de Valparaíso,5,Industrial y Minero,Cemento,Petróleo Diésel,6.676710852,,
Región del Maule,7,Industrial y Minero,Cemento,Petróleo Diésel,2.078292972,,
Región del Biobío,8,Industrial y Minero,Cemento,Petróleo Diésel,7.2988244280000005,,
Región de La Araucanía,9,Industrial y Minero,Cemento,Petróleo Diésel,0.378884436,,
Región de Los Lagos,10,Industrial y Minero,Cemento,Petróleo Diésel,0.268389828,,
Región Metropolitana de Santiago,13,Industrial y Minero,Cemento,Petróleo Diésel,11.781696517919999,,
Región de Arica y Parinacota,15,Industrial y Minero,Cemento,Petróleo Diésel,0.149892876,,
Región de Ñuble,16,Industrial y Minero,Cemento,Petróleo Diésel,0.203894964,,
Región de Tarapacá,1,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,0.000489846,,
Región de Valparaíso,5,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,0.45575852330399996,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,1.895292,,
Región del Maule,7,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,20.01556536,,
Región del Biobío,8,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,76.329323616,,
Región de La Araucanía,9,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,26.204472,,
Región de Los Lagos,10,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,0.36503415479999995,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,4.39488,,
Región Metropolitana de Santiago,13,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,3.866084376,,
Región de Los Ríos,14,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,32.102254464,,
Región de Ñuble,16,Industrial y Minero,Papel y Celulosa,Petróleo Diésel,40.774414799999995,,
Región de Tarapacá,1,Industrial y Minero,Cobre,Petróleo Diésel,2175.968584730317,,
Región de Antofagasta,2,Industrial y Minero,Cobre,Petróleo Diésel,11146.175077471062,,
Región de Atacama,3,Industrial y Minero,Cobre,Petróleo Diésel,2327.208386603591,,
Región de Coquimbo,4,Industrial y Minero,Cobre,Petróleo Diésel,1154.954193971335,,
Región de Valparaíso,5,Industrial y Minero,Cobre,Petróleo Diésel,632.1373547311451,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Cobre,Petróleo Diésel,211.0380232344259,,
Región del Biobío,8,Industrial y Minero,Cobre,Petróleo Diésel,0.3719518691561896,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Cobre,Petróleo Diésel,75.54458116626036,,
Región Metropolitana de Santiago,13,Industrial y Minero,Cobre,Petróleo Diésel,694.675407383798,,
Región de Arica y Parinacota,15,Industrial y Minero,Cobre,Petróleo Diésel,26.07694875217068,,
Región de Tarapacá,1,Industrial y Minero,Agroindustria,Petróleo Diésel,0.07797432719999998,,
Región de Antofagasta,2,Industrial y Minero,Agroindustria,Petróleo Diésel,0.9328379279519999,,
Región de Atacama,3,Industrial y Minero,Agroindustria,Petróleo Diésel,2.527056,,
Región de Coquimbo,4,Industrial y Minero,Agroindustria,Petróleo Diésel,0.04578,,
Región de Valparaíso,5,Industrial y Minero,Agroindustria,Petróleo Diésel,119.78343409200001,,
Región del Libertador Gral. Bernardo O’Higgins,6,Industrial y Minero,Agroindustria,Petróleo Diésel,122.49760210800001,,
Región del Maule,7,Industrial y Minero,Agroindustria,Petróleo Diésel,53.04687914399999,,
Región del Biobío,8,Industrial y Minero,Agroindustria,Petróleo Diésel,190.08385216800002,,
Región de La Araucanía,9,Industrial y Minero,Agroindustria,Petróleo Diésel,0.659232,,
Región de Los Lagos,10,Industrial y Minero,Agroindustria,Petróleo Diésel,179.26714604400001,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Agroindustria,Petróleo Diésel,0.73248,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Agroindustria,Petróleo Diésel,0.019954714583999996,,
Región Metropolitana de Santiago,13,Industrial y Minero,Agroindustria,Petróleo Diésel,51.352121856,,
Región de Los Ríos,14,Industrial y Minero,Agroindustria,Petróleo Diésel,0.265524,,
Región de Arica y Parinacota,15,Industrial y Minero,Agroindustria,Petróleo Diésel,3.4060319999999997,,
Región de Ñuble,16,Industrial y Minero,Agroindustria,Petróleo Diésel,4.184292,,
Región del Maule,7,Industrial y Minero,Azúcar,Petróleo Diésel,0.215678736,,
Región del Biobío,8,Industrial y Minero,Azúcar,Petróleo Diésel,0.0027468,,
Región de Ñuble,16,Industrial y Minero,Azúcar,Petróleo Diésel,1.6895255496000001,,
Región de Atacama,3,Industrial y Minero,Hierro,Petróleo Diésel,499.76340380400006,,
Región de Coquimbo,4,Industrial y Minero,Hierro,Petróleo Diésel,89.488583184,,
Región Metropolitana de Santiago,13,Industrial y Minero,Industria Lactea,Petróleo Diésel,0.646862244,,
Región de Los Ríos,14,Industrial y Minero,Industria Lactea,Petróleo Diésel,0.1135453872,,
Región de Ñuble,16,Industrial y Minero,Industria Lactea,Petróleo Diésel,0.09574429200000001,,
Región del Biobío,8,Industrial y Minero,Petroquímica,Petróleo Diésel,0.009156,,
Región de Tarapacá,1,Industrial y Minero,Salitre,Petróleo Diésel,110.17561541197932,,
Región de Antofagasta,2,Industrial y Minero,Salitre,Petróleo Diésel,564.3632482875389,,
Región de Arica y Parinacota,15,Industrial y Minero,Salitre,Petróleo Diésel,1.32035172612252,,
Región del Biobío,8,Industrial y Minero,Siderurgia,Petróleo Diésel,90.80591184,,
Región de Tarapacá,1,Industrial y Minero,Pesca,Petróleo Diésel,114.67670256000001,,
Región de Antofagasta,2,Industrial y Minero,Pesca,Petróleo Diésel,38.405331168455994,,
Región de Atacama,3,Industrial y Minero,Pesca,Petróleo Diésel,0.631764,,
Región de Coquimbo,4,Industrial y Minero,Pesca,Petróleo Diésel,6.592319999999999,,
Región del Biobío,8,Industrial y Minero,Pesca,Petróleo Diésel,294.28411303199994,,
Región de Los Lagos,10,Industrial y Minero,Pesca,Petróleo Diésel,647.26208624532,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,Industrial y Minero,Pesca,Petróleo Diésel,211.554809508,,
Región de Magallanes y de la Antártica Chilena,12,Industrial y Minero,Pesca,Petróleo Diésel,175.50200656799998,,
Región de Los Ríos,14,Industrial y Minero,Pesca,Petróleo Diésel,0.292992,,
Región de Arica y Parinacota,15,Industrial y Minero,Pesca,Petróleo Diésel,51.148547351999994,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,39.10220050000001,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,0.08631562,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,49.8284,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,135.92988,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,49.9875473,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,60.7948147,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,120.04243436,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,62.9036929142,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,7.2754882,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,5.58208026,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,509.3487036528,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,4.78052586,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,18.0434493,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Electricidad,0.8067178399999999,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Biomasa,0.0554715,1.9164827233944e-06,0.0
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.0212839,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.0034460195,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.113212803,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.003950771,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.05082,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.2257174535,,
Región de La Araucanía,9,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.0054400995,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.00062315,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.7877314775,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,0.0170057635,,
Región de Ñuble,16,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Gas Licuado,1.8184243,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,2.81002218,,
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,4.481935248,,
Región de Coquimbo,4,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,0.862092336,,
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,2.944130112,,
Región del Libertador Gral. Bernardo O’Higgins,6,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,4.4363383679999995,,
Región del Maule,7,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,5.313391608,,
Región del Biobío,8,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,9.630161772000001,,
Región de Los Lagos,10,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,7.18942854,,
Región Aisén del Gral.Carlos Ibáñez del Campo,11,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,0.81680676,,
Región de Magallanes y de la Antártica Chilena,12,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,0.678990648,,
Región Metropolitana de Santiago,13,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,13.54025904,,
Región de Los Ríos,14,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,0.319855704,,
Región de Arica y Parinacota,15,"Sector Cmrcl., Púb. y Residencial",Sanitarias,Petróleo Diésel,0.429379776,,
Región de Tarapacá,1,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,2.6283972413793106e-05,5.56781469647489e-09,5.55249337784938e-09
Región de Antofagasta,2,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,0.009341,1.9787327524540804e-06,1.9732877445600004e-06
Región de Atacama,3,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,0.1102839204047904,2.3361781969167927e-05,2.3297495830939238e-05
Región de Valparaíso,5,"Sector Cmrcl., Púb. y Residencial",Público,Gas Natural,19.64851327,0.0041622049828045835,0.004150751572049622
