año,combustible,tcal_nacional,tcal_regional,diferencia tcal
2018,gas de refineria,1.580212299,1.5802122986119604,3.880396004518616e-10
2018,gasolina de aviacion,72.38189573999999,72.38189573999999,0.0
2018,gasolina de motor,37106.63299,37106.63299421355,-4.213550710119307e-06
2018,kerosene,1328.41370682,1328.4137072493,-4.2929991650453303e-07
2018,kerosene de aviacion,13143.05017163,13143.050174619002,-2.989001586684026e-06
2018,nafta,0.01904676,0.019046760000000003,-3.469446951953614e-18
2018,petroleo combustible,8906.65802218,8906.658022441725,-2.6172529032919556e-07
2018,petroleo diesel,90126.80058712,90126.80059220683,-5.08682569488883e-06
2019,alquitran,151.1004472,151.1004472,0.0
2019,biogas,121.457,121.45700000000001,-1.4210854715202004e-14
2019,biomasa,38102.852620000005,38102.85261431863,5.681373295374215e-06
2019,carbon,1511.446466,1511.44646552,4.800001534022158e-07
2019,coque mineral,72.834321,72.834321,0.0
2019,coque de petroleo,2313.707528,2313.707527827777,1.7222282622242346e-07
2019,d.i. de petroleo,1097.866207,3151.952458552948,-2054.086251552948
2019,electricidad,66825.59199300001,66825.26493885058,0.3270541494275676
2019,gas coque,847.9250000000001,847.9250000000001,0.0
2019,gas licuado,16281.50100564,16281.501004356172,1.2838281691074371e-06
2019,gas natural,19942.275192,19911.008114889548,31.2670771104531
2019,gas de altos hornos,562.398,562.3979999999999,1.1368683772161603e-13
2019,gas de refineria,1.774197144,1.7741971435238306,4.761693261912114e-10
2019,gasolina de aviacion,58.89864319,58.89864318611473,3.885268995418301e-09
2019,gasolina de motor,37955.83904,37955.83903964201,3.579916665330529e-07
2019,kerosene,1544.54732627,1544.547326005703,2.642968865984585e-07
2019,kerosene de aviacion,14907.06017802,14907.060182428742,-4.408742825035006e-06
2019,nafta,0.003082,0.003082,0.0
2019,petroleo combustible,7190.61067137,7190.610671905625,-5.356250767363235e-07
2019,petroleo diesel,90085.03650347,90085.03650253754,9.324576240032911e-07
2020,alquitran,149.5804472,151.1004472,-1.5199999999999818
2020,biogas,143.3015401,143.30154014338495,-4.3384943637647666e-08
2020,biomasa,36406.283299999996,36406.283295456386,4.54360997537151e-06
2020,carbon,1486.52411,1486.5241095631793,4.368207555671688e-07
2020,coque mineral,59.0237002,59.0237002,0.0
2020,coque de petroleo,2326.088784,2326.0887835540066,4.459934643818997e-07
2020,d.i. de petroleo,1853.46712,3768.231854598388,-1914.764734598388
2020,electricidad,66697.9211857,66697.92118909283,-3.3928226912394166e-06
2020,gas coque,839.9060000000001,839.906,1.1368683772161603e-13
2020,gas licuado,16580.08040165,16430.89882375751,149.18157789249017
2020,gas natural,20104.28547093,20104.28547067504,2.549604687374085e-07
2020,gas de altos hornos,632.544,632.544,0.0
2020,gas de refineria,1.282710481,1.7741971435238306,-0.49148666252383055
2020,gasolina de aviacion,51.309586653000004,51.3095866481788,4.821202992388862e-09
2020,gasolina de motor,31411.93718,31410.481943757946,1.455236242054525
2020,kerosene,1575.3409126800002,1575.3409124972268,1.8277341951034032e-07
2020,kerosene de aviacion,8214.002955148,8214.00295538928,-2.4127984943334013e-07
2020,petroleo combustible,5568.77158513,5568.7715852762,-1.4620036381529644e-07
2020,petroleo diesel,87367.62299802,87367.62299961656,-1.5965633792802691e-06
2021,alquitran,145.48,145.48,0.0
2021,biomasa,31435.06844,31435.068442970613,-2.9706134228035808e-06
2021,carbon,1670.212914,1535.30132992,134.91158408
2021,coque mineral,29.001147,29.001147000000003,-3.552713678800501e-15
2021,coque de petroleo,1945.113745,1948.1137446500002,-2.9999996500000634
2021,d.i. de petroleo,2366.560324,3830.679192018148,-1464.118868018148
2021,electricidad,68029.42794699999,68029.42794916598,-2.1659943740814924e-06
2021,gas coque,878.378,878.3779999999999,1.1368683772161603e-13
2021,gas licuado,17456.5879996,17456.58799620128,3.3987198548857123e-06
2021,gas natural,21616.13898302,21616.13898371971,-6.997106538619846e-07
2021,gas de altos hornos,633.327,633.327,0.0
2021,gas de refineria,1.40691332,1.2827104805626441,0.12420283943735577
2021,gasolina de aviacion,37.594639953,37.59463995223177,7.682245950491051e-10
2021,gasolina de motor,38683.10173,38683.10173324687,-3.246866981498897e-06
2021,kerosene,1606.89903349,1606.899033134536,3.554639533831505e-07
2021,kerosene de aviacion,9183.604685917999,9183.60468608628,-1.6828198567964137e-07
2021,nafta,99.48674426,449.06182376000004,-349.5750795
2021,petroleo combustible,6678.854834,6678.854833644,3.559998731361702e-07
2021,petroleo diesel,88964.7215537,88964.72155138438,2.3156171664595604e-06
