Region,Año,variable,factor,pib,valor_salitre,demanda,demanda_regional
I,2026,energia_publico,0.01245058488161004,4650.092584696215,,,
I,2027,energia_publico,0.01245058488161004,4838.46298670476,,,
I,2028,energia_publico,0.01245058488161004,4946.13377027657,,,
I,2029,energia_publico,0.01245058488161004,5060.821437418031,,,
I,2030,energia_publico,0.01245058488161004,5178.226866681393,,,
I,2031,energia_publico,0.01245058488161004,5300.107405534644,,,
I,2032,energia_publico,0.01245058488161004,5425.256046655686,,,
I,2033,energia_publico,0.01245058488161004,5553.082824801145,,,
I,2034,energia_publico,0.01245058488161004,5683.089231127772,,,
I,2035,energia_publico,0.01245058488161004,5814.799775893259,,,
I,2036,energia_publico,0.01245058488161004,5946.49392212593,,,
I,2037,energia_publico,0.01245058488161004,6081.170690085983,,,
I,2038,energia_publico,0.01245058488161004,6218.897630478009,,,
I,2039,energia_publico,0.01245058488161004,6359.743823901475,,,
I,2040,energia_publico,0.01245058488161004,6503.779915499925,,,
I,2041,energia_publico,0.01245058488161004,6647.826260437182,,,
I,2042,energia_publico,0.01245058488161004,6791.739044586915,,,
